id,group,outlet,model,era,kind,period,section,is_wire,word_count,text,headline,prompt_version,quantized,truncated
irish_ai:gpt-4.1:p0421,irish_ai,rte,gpt-4.1,2025,chat,pre,dublin,0,429,"The streets of Dublin were drenched in festive cheer last night as the city officially marked the beginning of the Christmas season with the annual switch-on of the Christmas lights. Thousands gathered along Grafton Street and surrounding avenues, with families and visitors braving the cold to watch the city light up in a dazzling display.

Lord Mayor of Dublin, Daithí de Róiste, performed the honours, flicking the switch shortly after 6.30pm and officially heralding the start of the countdown to Christmas. The event saw a line-up of performances by local choirs and musicians, with traders and restaurateurs reporting a surge in early evening footfall.

Speaking to RTÉ News, Lord Mayor de Róiste described the event as a ""moment of togetherness"" for the capital, adding: ""This is a time for people to come together, to celebrate our community and look forward to the brighter days ahead. The lights bring a sense of hope after a challenging year for many.""

Dublin City Council confirmed that more than one million low-energy LED bulbs have been installed across key shopping districts, from Henry Street to South William Street, as part of a city-wide installation that began in mid-October. The Council also noted efforts to reduce electricity usage, following a commitment to more sustainable festivities after a review conducted with the SEAI.

Retailers and the DublinTown business group expressed optimism that the illuminated streets will boost the local economy, with early estimates suggesting a strong start to the crucial Christmas trading period. Richard Guiney, CEO of DublinTown, said: ""The city comes alive when the lights go on, and we’re hopeful this will be a real lift for traders and shoppers alike.""

Gardaí maintained a visible presence throughout the evening, with additional patrols on hand to ensure safety for the large crowds. There were no reports of incidents, and traffic disruption was described as minimal, with diversions in place around the Grafton Street area until late last night.

The lighting ceremony marks the start of a busy season for the capital, with markets, concerts, and family events scheduled across the city in the coming weeks. Dublin City Council is asking members of the public to be mindful of public health guidance and to plan journeys in advance, as increased numbers are anticipated in the city centre in the lead-up to Christmas.

Visitors and residents are encouraged to take in the sights, with the Council unveiling an interactive map of all illuminated areas available on its website. The lights will remain in place until early January, ensuring the city shines bright well into the New Year.",Brighter nights ahead as Dublin lights up for Christmas,irish-register-v3,0,0
irish_ai:gpt-4.1:p0422,irish_ai,rte,gpt-4.1,2025,chat,pre,ireland,0,446,"The Taoiseach has described the decision by a French appeal court to uphold the conviction of Irishman Robert Sheehan as ""a miscarriage of justice,"" amid growing calls for diplomatic intervention. Mr Sheehan, a native of Co Clare, has consistently denied any involvement in the 2019 incident in Paris for which he was sentenced to six years in prison.

Speaking in the Dáil earlier today, Simon Harris expressed deep disappointment at the verdict, stating that ""serious questions remain over the fairness of both the investigation and the trial process."" The Minister for Foreign Affairs, Micheál Martin, also confirmed that the Department is continuing to offer consular assistance to Mr Sheehan and his family, and said the Irish Embassy in Paris is seeking urgent clarification from French authorities.

Mr Sheehan was arrested in December 2019 after police claimed he matched the description of a suspect involved in an assault near the Gare du Nord. However, the defence argued that key witness testimonies contained contradictions and that crucial CCTV evidence was missing from the prosecution’s case.

Mr Sheehan’s solicitors have criticised the handling of the investigation, pointing to what they describe as ""procedural irregularities"" and the absence of DNA evidence linking their client to the crime. Speaking outside the courthouse, barrister Sinéad Horgan said: ""We are bitterly disappointed with this verdict. The case against Mr Sheehan was never proven beyond reasonable doubt, and we will examine all avenues for further appeal.""

The Sheehan family, who have campaigned for his release since his initial conviction in 2021, said that today’s ruling was ""devastating"" and called on the Irish government to intensify its efforts on Robert’s behalf. ""Robert has always maintained his innocence. We urge the Taoiseach and the Tánaiste to do everything in their power to ensure that justice is finally done,"" said his brother, Daniel Sheehan.

The issue has attracted growing attention in Ireland, with several Oireachtas members raising concerns about due process and the treatment of Irish citizens abroad. Sinn Féin's foreign affairs spokesperson, John Brady TD, said the government must prioritise the welfare of Mr Sheehan. ""This is a deeply troubling case. The French authorities must be transparent and responsive to the very serious concerns raised by Mr Sheehan’s legal team,"" he said.

A protest in support of Mr Sheehan is being planned outside Leinster House later this week, with organisers calling on the public to show solidarity. The Department of Foreign Affairs has reiterated that it cannot intervene in the French judicial process, but will continue to monitor developments closely and provide support to Mr Sheehan and his family.

Mr Sheehan remains in custody in Paris and is considering an appeal to the French Supreme Court.",French decision is miscarriage of justice,irish-register-v3,0,0
irish_ai:gpt-4.1:p0423,irish_ai,rte,gpt-4.1,2025,chat,pre,coronavirus,0,513,"Eurozone finance ministers have agreed in principle to unlock the bloc’s bailout fund to support member states tackling the economic fallout from the coronavirus pandemic. The announcement was made late on Thursday following a video conference involving the 19 eurozone countries.

The €500 billion European Stability Mechanism (ESM) is expected to provide access to funding for governments struggling with ballooning debt as a result of unprecedented public health costs and sweeping lockdown measures. The funds are intended to underpin health spending, as well as extend economic support to businesses and workers affected by restrictions.

Minister for Finance Paschal Donohoe welcomed the decision, stating that it marked “a significant step in safeguarding jobs, businesses, and public health across the euro area’s economies at this critical time.” Mr Donohoe said the Government would assess the terms of the facility, but insisted that Ireland remains in a robust position to fund its national response.

The agreement comes after several days of tense negotiations, driven by deep divisions between member states over the extent of financial solidarity required. Southern European countries, led by Italy and Spain, had pressed for so-called ‘coronabonds’—debt mutualisation backed by all eurozone members—but this was resisted by Germany, the Netherlands, and others, who feared such a move would lead to permanent transfer of liability.

Instead, the compromise focuses on making the ESM mechanism available with limited conditionality, provided the funds are directed strictly towards the direct and indirect costs of the pandemic. French Finance Minister Bruno Le Maire stressed that the deal demonstrates “the capacity of the eurozone to act together in the face of crisis.”

While the agreement is widely viewed as an important signal of solidarity, some opposition parties across the continent have criticised the outcome as insufficient. Sinn Féin’s finance spokesperson Pearse Doherty TD called for “greater ambition from European leaders” to ensure the livelihoods of citizens are protected, arguing that “more radical supports may be needed as the crisis continues.”

In Dublin, the Department of Finance estimates that the State will run a deficit of up to €23 billion this year due to falling tax receipts and the costs of emergency measures such as the Pandemic Unemployment Payment and the Temporary Wage Subsidy Scheme.

Taoiseach Leo Varadkar noted the importance of European support but said Ireland’s ability to borrow at low rates meant it would not need to immediately resort to the bailout fund. “We have strong public finances coming into this crisis and will use every available tool to protect lives and livelihoods,” he told reporters at Government Buildings.

The ESM facility remains subject to final approval by eurozone heads of government, who are expected to meet by videoconference next week. If endorsed, the money could begin to flow to member states by early May. 

Meanwhile, the latest figures from the Department of Health show the number of confirmed cases of Covid-19 in Ireland has risen to 6,574, with 263 deaths. The HSE continues to urge the public to adhere to social distancing and hygiene guidance, as preparations begin for the likely extension of current restrictions beyond Easter.",Eurozone 'agrees in principle' to use bailout mechanism,irish-register-v3,0,0
irish_ai:gpt-4.1:p0424,irish_ai,rte,gpt-4.1,2025,chat,pre,coronavirus,0,451,"A much-anticipated experimental drug designed to treat Covid-19 has failed to demonstrate clinical benefit in its first large-scale human trial, dampening hopes for a new weapon against the disease as case numbers stabilise across Ireland.

The antiviral medication, developed by a US pharmaceutical firm, underwent phase three trials involving over 1,000 patients with moderate to severe coronavirus infection. Results published this morning indicate that the drug did not significantly reduce either the length of illness or mortality rates compared to standard hospital treatments.

The Department of Health said the findings were “disappointing but important in guiding future research.” HSE Chief Clinical Officer Dr Colm Henry welcomed the transparency of the results, noting that “rigorous evidence is crucial before making any treatments available to Irish patients.”

The trial, conducted in several countries including the US, Spain, and Italy, randomly assigned participants to receive the investigational drug or a placebo, in addition to routine care such as oxygen therapy and steroids. According to trial investigators, both groups showed similar recovery times, with the experimental medication producing no measurable improvement in patient outcomes.

No Irish hospital sites were directly involved in the trial. The National Virus Reference Laboratory at University College Dublin had been monitoring developments and providing updates to clinicians in association with the European Medicines Agency.

The Taoiseach, Leo Varadkar, said this afternoon that the search for effective treatments would continue “with urgency and caution,” adding that “public health measures and vaccination remain the most effective defences against severe disease and hospitalisation.”

Public health officials warned against the use of unapproved medications as anxiety around Covid-19 persists. Dr Lorraine Doherty, National Clinical Director for Health Protection, reiterated: “Novel drugs must go through a thorough evaluation process. We urge the public not to seek unauthorised sources or treatments outside the regulated health system.”

The number of patients being treated in Irish hospitals for Covid-19 remains low, with 53 currently admitted nationwide, according to the latest HSE figures. The National Public Health Emergency Team (NPHET) said this week that while Ireland is in a “stable phase,” preparedness for potential new variants remains a key priority.

The failed trial is the latest in a series of setbacks for antiviral drug research, but scientists point out that negative results are part of the process towards finding effective therapies. Professor Mary Horgan, President of the RCPI, urged the public to remain confident in the research process, saying that “each study, whether successful or not, brings us closer to understanding Covid-19.”

The pharmaceutical company behind the drug said it would analyse the data further and consider whether any subgroups of patients might benefit, but that it does not plan to seek European Medicines Agency approval at this stage.",Experimental virus drug fails in human trials,irish-register-v3,0,0
irish_ai:gpt-4.1:p0425,irish_ai,rte,gpt-4.1,2025,chat,pre,news,0,454,"A member of Hezbollah has been found guilty of involvement in the 2005 assassination of former Lebanese Prime Minister Rafik Hariri, following a protracted trial at a special court in The Hague. The court found Hassan Habib Merhi guilty of conspiracy to commit a terrorist act and the murder of Hariri, as well as the deaths of 21 others who perished in the massive Beirut bombing.

The verdict was delivered at the Special Tribunal for Lebanon, which has spent over a decade investigating and hearing evidence related to the attack. Lawyers acting for the prosecution argued that Merhi played a central role in organising the plot, which involved the use of over a tonne of explosives and led to one of the most destabilising episodes in Lebanon’s recent history.

Hariri, who had stepped down as prime minister the year before his murder, was widely regarded as a leading advocate for Lebanese sovereignty and had openly criticised the influence of Syria and Hezbollah within Lebanon. His killing sent shockwaves across the region and fuelled years of political instability in the country.

Merhi, who was tried in absentia along with three other suspects, has long been linked to Hezbollah, a powerful Shia militant and political organisation supported by Iran. Hezbollah itself has denied any involvement in Hariri's murder and has dismissed the tribunal as a politically motivated instrument of Western powers.

Throughout the trial, the court heard detailed evidence including telecommunications data, eyewitness testimony, and forensic analysis. Prosecutors outlined how mobile phone networks were used to coordinate the operation and evade detection, while also tying Merhi to the planning and execution of the bombing.

The verdict brings to a close years of legal proceedings, though the whereabouts of Merhi and the other accused remain unknown. The court has requested that Lebanese authorities cooperate in securing their arrest, but previous efforts have failed amid the country’s complex political landscape.

Reacting to the ruling, Hariri’s son, Saad Hariri, who also served as Lebanon’s prime minister, said the decision represented a measure of justice for his family and the Lebanese people. International reaction has included statements from the United Nations and European Union welcoming the verdict, and calling for accountability and respect for the rule of law in Lebanon.

The Special Tribunal for Lebanon was established by a United Nations Security Council resolution and operates outside the Lebanese judicial system. Its jurisdiction is limited to crimes related to the Hariri assassination, and it is the first international tribunal dedicated to prosecuting terrorist crimes.

The court’s ruling is expected to further strain relations between Hezbollah and its domestic rivals, as well as complicate efforts to achieve political consensus in Lebanon, which continues to grapple with economic crisis and sectarian divisions.",Hezbollah suspect found guilty of 2005 Hariri murder,irish-register-v3,0,0
irish_ai:gpt-4.1:p0426,irish_ai,rte,gpt-4.1,2025,chat,pre,courts,0,337,"The High Court has heard that the sister of a woman whose remains were discovered in their family home in Co Louth last year did not want to report their mother missing, despite repeated requests from concerned relatives.

Detective Garda Niamh O’Reilly told the court during the ongoing inquest into the death of 67-year-old Marie Brennan that she interviewed the deceased’s daughter, Karen Brennan, in July 2023, several weeks after Mrs Brennan’s remains were found at the family’s house in Drogheda.

The court heard that other family members, including Mrs Brennan’s son and an aunt based in the UK, had tried on numerous occasions to contact both her and Karen Brennan during the months preceding the discovery. When attempts to reach them failed, relatives asked Karen to report her mother missing, but she declined.

“We were told by Ms Brennan that she felt there was no need to make a report. She said her mother had left previously for periods of time and that she was confident she would return,” Det Garda O’Reilly told the court.

Earlier, the court was told Mrs Brennan’s body was found by Gardaí on 14 June 2023, after neighbours complained of a persistent odour coming from the property at St Laurence’s Park. Initial forensic analysis indicated the remains had been in the house for several months.

Dr Fiona Murphy, who carried out the post-mortem examination at Our Lady of Lourdes Hospital in Drogheda, told the inquest the cause of death could not be determined due to the advanced state of decomposition. However, she said there was no evidence of foul play or trauma.

The HSE had supplied social services to Mrs Brennan and her daughter, who lived together, but these visits ceased during the Covid-19 pandemic.

Under cross-examination, Karen Brennan said she was “overwhelmed” by caring duties and “just didn’t realise how much time had passed.” She told the court her mother had previously spoken about travelling to friends in Dublin and that she believed she would eventually return.

The inquest continues.","Sister didn't want to report mother missing, court told",irish-register-v3,0,0
irish_ai:gpt-4.1:p0427,irish_ai,rte,gpt-4.1,2025,chat,pre,newslens,0,352,"Hundreds of spectators gathered at the Grand Canal Basin in Dublin today to witness the country’s first ever giant floating pumpkin relay race, an event that organisers hope will become an annual Halloween tradition.

Teams from across the city and further afield travelled to the Docklands this morning hauling enormous, specially-grown pumpkins, some weighing over 300 kilogrammes, which had been hollowed out and converted into makeshift vessels. The participants, many in elaborate costumes, took to the water after a safety briefing, paddling their pumpkins along a 200-metre stretch in a high-spirited relay.

The light-hearted contest, organised by local community group Docklands Together with support from Dublin City Council and Waterways Ireland, drew entries from schools, businesses, and sports clubs. One team from Ringsend described the intense preparation required, with months spent cultivating their pumpkin, named “The Great O’Lantern”. Another, representing a tech firm in the IFSC, revealed they had repurposed old kayak paddles and reinforced the pumpkin’s hull with recycled bike inner tubes.

The relay format saw team members complete short legs before passing a lifevest ‘baton’ to the next paddler. Several participants struggled to keep their balance, with one dramatic wobble resulting in a minor capsize, but competitors and spectators alike were in high spirits.

Organiser Siobhán Kavanagh said the event aimed to “bring people together in a fun, safe way and celebrate both Halloween and our waterways”. She added that all pumpkins used were grown without pesticides and would be composted after the race.

There was no official prize for the winning team, but a panel of local judges awarded medals for best costume and most creative pumpkin design. The Gardaí reported no incidents and praised the event’s “positive and inclusive community spirit”.

Local businesses, including cafes and market stalls, lined the quays, benefiting from the crowds. Organisers are encouraging other communities to adopt the tradition next year, noting the potential to “put an Irish stamp on Halloween festivities”.

Speaking to RTÉ News, participants said the race captured “the craic and community” of Dublin at its best, and many expressed hopes to see the event grow in the years ahead.",Giant floating pumpkin relay race,irish-register-v3,0,0
irish_ai:gpt-4.1:p0428,irish_ai,rte,gpt-4.1,2025,chat,pre,uk,0,422,"More than three million citizens from European Union member states have now applied to remain in the United Kingdom following Brexit, according to new figures released by the UK Home Office.

The figures relate to the EU Settlement Scheme, the process introduced by the British government to offer legal status to EU nationals and their families who have been living in the UK. Successful applicants are granted either settled or pre-settled status, allowing them to continue residing, working, and accessing public services in the UK after the Brexit transition period ends.

According to the latest statistics, by the end of January 2020, there had been over 3.1 million applications to the scheme, with Polish, Romanian, and Italian nationals topping the list of applicants. The spike in applications comes ahead of the planned conclusion of the Brexit transition, with rights and residency for EU nationals among the key issues for Ireland and other member states during recent negotiations.

Ireland accounts for a significant share, with around 40,000 Irish citizens in Britain having made applications, although Irish nationals are not obliged to do so owing to the Common Travel Area arrangement between Ireland and the UK, which predates both countries joining the EU and guarantees reciprocal rights for citizens in both jurisdictions.

However, migrant support organisations have raised concerns about some vulnerable EU nationals being left behind by the process, particularly elderly people, children in care, and victims of domestic abuse, who may struggle to provide the required documentation. Charities and legal aid groups have called for greater clarity and assistance to ensure that all those eligible can apply before the 30 June deadline.

The British government has said that the scheme is functioning well and that the majority of applicants are receiving decisions quickly, with over 2.7 million already granted status. A spokesperson for the Home Office said that efforts are ongoing to reach those who have yet to apply, including running public information campaigns and supporting community groups.

The issue of future residency rights for EU citizens in Britain—and for British citizens living in Ireland and across the EU—has been the subject of ongoing discussions between the British government, the European Commission and individual member states. The Department of Foreign Affairs has said it continues to monitor the situation closely and provide support through embassies and consulates.

The outcome is of particular interest to Ireland, given the close economic, social, and family links between the two islands, and the potential impact on Irish citizens, their families, and business links in the UK.",Over three million EU citizens apply to stay in UK,irish-register-v3,0,0
irish_ai:gpt-4.1:p0429,irish_ai,rte,gpt-4.1,2025,chat,pre,newslens,0,329,"An organised crime group in the Indian state of Bihar operated a bogus police station for eight months, posing as legitimate officers to extort money and dupe residents, local authorities have confirmed. The illicit operation came to light this week following complaints received by the real police force in Banka district, who subsequently raided the premises.

The gang reportedly set up their fake station just 500 metres from the home of a senior police official, using the premises to collect bribes from locals in return for promises to resolve disputes, offer jobs, and fast-track paperwork. Members of the gang wore police uniforms and carried imitation firearms, using forged documentation and a counterfeit police sign to convince citizens of their authority.

Up to six people have been arrested so far in connection with the fake station, with reports suggesting that several other members of the group are currently at large. Senior officers in Banka said the fraudsters managed to collect several thousand euro from unsuspecting members of the public during their months in operation.

Police in Bihar have launched a manhunt for the remaining suspects, who fled the area shortly before the raid. It is understood the gang also issued fake appointment letters to individuals hoping to join the state police force, charging substantial “processing fees” to desperate jobseekers.

The incident has sparked embarrassment for local authorities and renewed concerns about the prevalence of corruption and impersonation scams within parts of India’s policing system. Questions have been raised as to how the fake station was able to operate for such a prolonged period in an urban area without detection.

Indian media outlets have reported that residents became suspicious after administrative irregularities emerged, prompting a formal complaint. Following investigation, the genuine local police moved in to dismantle the operation earlier this week.

The authorities have urged members of the public who may have been affected by the scam to come forward. The case remains under investigation, and further arrests are anticipated.",Indian gang ran fake police station for eight months,irish-register-v3,0,0
irish_ai:gpt-4.1:p0430,irish_ai,rte,gpt-4.1,2025,chat,pre,news,0,490,"The Government is set to move forward with plans to purchase an additional 450 megawatts (MW) of electricity supply next year, in response to concerns over security of supply and the rising demands on Ireland’s national grid.

The Minister for the Environment, Climate and Communications, Eamon Ryan, confirmed today that the procurement process will begin early in 2025, following recommendations from EirGrid and the Commission for Regulation of Utilities (CRU). The planned purchase is intended to bolster grid reliability in the face of ongoing growth in demand, particularly from the data centre sector and new housing developments.

Speaking in the Dáil, Minister Ryan said the measure was essential to ensure the stability of the national electricity system and to meet Ireland’s climate and energy targets. “While the Government remains committed to an ambitious programme of renewable energy, including offshore wind and solar, there is an immediate need to enhance system resilience and mitigate risks of potential shortfalls,” he told TDs. 

The additional 450MW will be sourced through a competitive procurement process, with a particular focus on flexible generation that can be brought online quickly. It follows warnings from EirGrid in recent months about tight margins and the risk of temporary supply shortages, especially during peak winter periods. The CRU has also highlighted the importance of securing new capacity to support the ongoing transition away from fossil fuels.

Officials from the Department of the Environment said the new capacity is likely to be provided by a mix of fast-responding gas-fired generation and battery storage, though renewable sources will be prioritised where feasible. The precise mix of technologies will depend on the outcome of the upcoming capacity auction, which is expected to open to tender in the first quarter of next year.

The ESB and several independent power producers are understood to be preparing bids for the new supply contracts, which will be awarded for an initial term of up to ten years. Early estimates put the potential cost at between €600 million and €800 million over the contract period.

Industry groups have welcomed the announcement, describing it as a necessary step to support economic growth and maintain investor confidence. However, some environmental campaigners have expressed concern at the prospect of additional fossil fuel generation, urging the Government to accelerate the rollout of renewables and grid upgrades.

The Department has said the extra capacity will be used primarily as a back-up during periods of high demand or low renewable output. It stressed that the new procurement forms part of a wider suite of measures, including increased interconnection with the UK and mainland Europe, to enhance Ireland’s long-term energy security.

Ireland’s total electricity demand is forecast to rise significantly in the coming years, driven by digitisation, electrification of transport, and an expanding population. The Government is aiming to achieve 80% renewable electricity generation by 2030, but has acknowledged the need for interim measures to prevent blackouts and maintain system stability during the transition.",Govt to purchase extra 450mw of electricity next year,irish-register-v3,0,0
irish_ai:gpt-4.1:p0431,irish_ai,rte,gpt-4.1,2025,chat,pre,connacht,0,320,"A fundraising effort has been launched in Co Mayo after the home of two brothers was severely damaged by fire earlier this week.

The incident occurred on Monday night in the rural parish of Kilmaine, south Mayo, when a blaze broke out at the detached bungalow where the two elderly men lived. Emergency services, including units of Mayo County Fire Service from Ballinrobe and Claremorris, were called to the scene shortly after 10:30pm. It is understood the fire is believed to have started in the kitchen area, with smoke alarms alerting the brothers to the danger.

Both men, who are in their 70s, managed to escape the property without serious injury, though one was treated at Mayo University Hospital in Castlebar for smoke inhalation and later discharged. The house, which is their lifelong family home, sustained extensive smoke and heat damage, rendering it uninhabitable.

Neighbours and friends have since rallied around the brothers, setting up an online fundraising page to help with temporary accommodation and essential repairs. More than €8,000 has been raised so far, with donations coming from across the local community and beyond.

Local parish priest Fr Seán Burke described the response as ""heartening"" and said it reflected the strong sense of community spirit in the area. ""Everyone knows the lads and they’ve always been part of the fabric here. People want to help them get back on their feet,"" he said.

The campaign has also received support from local GAA and community organisations, with plans for a coffee morning and auction to be held in the coming weeks.

Investigations into the cause of the fire are ongoing, but Gardaí have said they do not suspect foul play.

The brothers are currently staying with relatives while plans are made to begin restoration work on their home. Organisers of the fundraiser said all funds raised will go directly towards rebuilding efforts and supporting the brothers in the months ahead.",Fundraising bid after brothers' house damaged in fire,irish-register-v3,0,0
irish_ai:gpt-4.1:p0432,irish_ai,rte,gpt-4.1,2025,chat,pre,ireland,0,414,"Renowned gardener and broadcaster Dermot O’Neill has died at the age of 58. A beloved figure in Irish horticulture, Mr O’Neill was well known for his work on television and radio, as well as his contributions to gardening publications and community initiatives across the country.

News of his death was confirmed by his family earlier today. Mr O’Neill had faced ongoing health challenges in recent years, having previously spoken about his diagnosis with stomach cancer in 2009. Tributes have since poured in from colleagues, friends, and members of the public who recalled his passion for gardening and his ability to make it accessible to all.

Best known for programmes such as RTÉ’s 'Garden Heaven' and 'Dermot’s Secret Garden', Mr O’Neill’s enthusiasm and expertise inspired a new generation of gardeners throughout Ireland. He also regularly appeared on RTÉ Radio 1, offering advice to listeners and sharing his knowledge on all things horticultural.

Colleagues at RTÉ described him as “warm, generous and endlessly enthusiastic”, with many recalling his trademark wit and down-to-earth manner. In a statement, RTÉ Director-General Kevin Bakhurst said: “Dermot’s work brought colour and joy into homes around the country. He will be sorely missed by all who had the privilege to work alongside him and by the many viewers and listeners who benefited from his wisdom and good humour.”

As an accomplished author, Mr O’Neill wrote several gardening books, and contributed to The Irish Times, The Irish Independent, and other national publications. He also played a role in various community and environmental projects, including the restoration of the walled garden at the historic Clondeglass demesne in Co Laois.

Born and raised in Dublin, Mr O’Neill developed his love of gardening from an early age, tending to his family’s back garden in Glasnevin before pursuing formal studies in horticulture. He was a longstanding member of the Royal Horticultural Society of Ireland and was frequently invited to judge at national flower shows and garden competitions.

President Michael D. Higgins expressed his condolences to Mr O’Neill’s family, calling him “a champion of Ireland’s gardens and green spaces, whose gentle manner welcomed all to share in the beauty of nature”. The Taoiseach Simon Harris noted Mr O’Neill’s “lasting legacy in communities across the country”, while the Minister for Agriculture, Food and the Marine, Charlie McConalogue, praised his “immeasurable contribution to Irish horticulture”.

Mr O’Neill is survived by his partner, family and a wide circle of friends. Funeral arrangements are expected to be announced in the coming days.",Gardener Dermot O'Neill dies aged 58,irish-register-v3,0,0
irish_ai:gpt-4.1:p0433,irish_ai,rte,gpt-4.1,2025,chat,pre,news,0,463,"The inquests into the 1974 Birmingham pub bombings opened today with a minute’s silence in memory of the 21 people killed in the attacks. Families of the victims, survivors, and members of the public gathered at Birmingham Civil Justice Centre as the long-awaited proceedings formally began, nearly fifty years after the deadly explosions shook the city.

The bombings, which occurred on the evening of 21 November 1974, targeted the Mulberry Bush and the Tavern in the Town pubs in central Birmingham. In addition to those killed, over 200 people were injured in what remains one of the worst atrocities of the Troubles on the British mainland.

Presiding coroner Sir Peter Thornton QC told the packed courtroom that the inquests would aim to seek the truth behind the attacks and give the families a chance to hear the evidence in full. “The deaths of these 21 innocent people have cast a long shadow for almost five decades,” he said. “We begin today by remembering them with silence.”

Proceedings are expected to examine new evidence on several key issues, including allegations of failings by the West Midlands Police, the emergency response on the night, and whether the attacks could have been prevented. The Irish Government and the Gardaí have offered cooperation to the coroner’s team, as has the Police Service of Northern Ireland.

Relatives of the victims, many of whom have campaigned for justice for decades, welcomed the start of the inquests but voiced frustration at the length of time taken to reach this point. Julie Hambleton, whose sister Maxine was killed at the Tavern in the Town, said, “We’ve had to fight for years just to have our loved ones’ deaths properly examined. Today is an important step, but our journey continues.”

The original inquests were halted in 1975 once criminal proceedings were brought. Six Irishmen – later known as the Birmingham Six – were wrongly convicted of the bombings and spent 16 years in prison before their convictions were quashed by the Court of Appeal in 1991.

In Dublin, the Tánaiste and Minister for Foreign Affairs, Micheál Martin, reiterated Ireland’s “deep sympathy for the families of those murdered in Birmingham and our continued support for their pursuit of truth.” The Department of Justice said it would “continue to assist the coroner as required” and stressed the importance of delivering clarity and closure for the families involved.

The inquests are set to run for several weeks, hearing from dozens of witnesses and reviewing hundreds of files. The proceedings are being livestreamed to allow wider public access, and separate arrangements have been made to accommodate families travelling from Ireland.

As the inquiry resumes tomorrow, the families say they hope finally to receive long-overdue answers about what happened that night and why their loved ones died.",Birmingham bombing inquests start with minute's silence,irish-register-v3,0,0
irish_ai:gpt-4.1:p0434,irish_ai,rte,gpt-4.1,2025,chat,pre,connacht,0,283,"A woman has appeared before Galway District Court this morning charged in connection with a fatal hit-and-run incident that occurred in the city earlier this week.

Gardaí arrested the woman, aged in her 30s, yesterday evening after tracing the vehicle believed to have been involved in the collision. The incident took place at approximately 10.45pm on Sunday on the Headford Road, when a pedestrian, a man in his late 60s, was struck by a car that failed to remain at the scene.

Emergency services attended promptly, but the man was pronounced dead at the scene. His body was later removed to University Hospital Galway, where a post-mortem examination was carried out.

At this morning’s court sitting, the accused was charged with dangerous driving causing death and failing to stop at the scene of a collision. She was granted bail with strict conditions, including the surrender of her passport and an undertaking not to leave the jurisdiction.

Gardaí objected to bail citing the seriousness of the offence, but Judge Mary Fahy said the accused was entitled to the presumption of innocence and agreed to the defence solicitor’s application, noting the woman’s cooperation with the investigation.

The woman did not address the court and was remanded on bail to appear again before the District Court on 17 July for service of a book of evidence.

The victim has been named locally as Patrick O’Shea, a retired teacher and long-time Galway resident. His family has appealed for privacy as they continue to come to terms with the tragedy.

Gardaí have renewed their appeal for witnesses or anyone with dashcam footage from the Headford Road area between 10pm and 11pm on Sunday to contact Galway Garda Station.",Woman charged over fatal Galway hit-and-run,irish-register-v3,0,0
irish_ai:gpt-4.1:p0435,irish_ai,rte,gpt-4.1,2025,chat,pre,world,0,415,"Leaders of the world’s major economies have pledged to scale up humanitarian assistance to Afghanistan amid mounting concerns over the worsening crisis in the country following the Taliban takeover.

At a virtual G20 summit held on Tuesday, heads of government, including Taoiseach Leo Varadkar, committed to increasing aid flows and ensuring access for relief organisations operating on the ground. The summit, convened by Italy, came as the United Nations warns that millions of Afghans face severe hunger as winter approaches.

Speaking after the meeting, Mr Varadkar said Ireland would continue to provide funding and support through the EU and international partners. He emphasised that the focus must remain on protecting vulnerable Afghans—particularly women, children, and minority groups—while pressing for respect for human rights.

The European Commission announced a package of over €1 billion in support for Afghans in the country and the wider region. The funding is aimed at delivering food, health care and protection services, and will be channelled through UN agencies and NGOs. However, leaders stressed the importance of keeping assistance separate from any formal recognition of the Taliban regime, which remains under international sanctions.

US President Joe Biden called on G20 nations to “stand together” to prevent a humanitarian catastrophe, while Germany’s Chancellor Angela Merkel said the world “cannot stand by and watch 40 million people descend into chaos”.

The summit took place against a backdrop of increased displacement and reports of deteriorating humanitarian conditions. According to the UN, over half the population of Afghanistan is now in need of humanitarian assistance, with the risk of famine in parts of the country.

Ireland, which holds a seat on the UN Security Council, has repeatedly urged safe and unrestricted access for aid workers. Minister for Foreign Affairs Micheál Martin noted the “huge risk” of instability in the region if urgent action is not taken.

G20 leaders also expressed concerns about the rights and freedoms of Afghan women and girls, following accounts of school closures and restrictions on employment since the Taliban took control in August. Several leaders called for an international monitoring mechanism to ensure accountability.

The G20 summit statement stopped short of any direct engagement with the Taliban, but urged the new authorities to allow unfettered humanitarian operations. The group said they would continue to review developments and coordinate closely in the coming months.

The next round of discussions is expected to focus on longer-term strategies, including possible pathways for engagement with Afghan authorities contingent upon improvements in human rights and governance.",G20 leaders agree to step up Afghan humanitarian effort,irish-register-v3,0,0
